"REGION","FAMINCOME","HH_SIZE","HHTENURE","HH_CHILD","HOUSETYPE","HH_NUMKIDS","AGEYCHILD","HH_NUMADULTS","DAY","WT06","AGE","SEX","MARST","EDUC","EMPSTAT","MULTJOBS","WHYABSNT","FULLPART","UHRSWORKT","EARNWEEK","SPOUSEPRES","SPAGE","SPSEX","SPEDUC","SPEMPSTAT","SPUSUALHRS","SPEARNWEEK","DIFFANY","ECPRIOR","BLS_CAREHH","BLS_CARENHH","BLS_COMM","BLS_EDUC","BLS_FOOD","BLS_HHACT","BLS_LEIS","BLS_PCARE","BLS_PURCH","BLS_SOCIAL","BLS_WORK","RACE4","sp_race4"
"South","$150,000 and over",2,"Owned by household member","No","House, apartment, flat",0,NA,2,"Sunday",4277818.87722,59,"Male","Married - spouse present","College degree +","Employed - at work","No",NA,"Full time",50,2884.61,"Spouse present",59,"Female","College degree +","Employed - at work",40,1153.84,"No difficulty","Yes",0,0,0,0,85,30,420,550,45,145,165,"White","White"
"South","$60,000 to $74,999",6,"Rented for cash","Yes","House, apartment, flat",3,4,3,"Saturday",8506305.323337,50,"Male","Married - spouse present","Less than HS diploma","Employed - at work","No",NA,"Full time",40,1346.15,"Spouse present",36,"Female","Less than HS diploma","Not employed",NA,NA,"No difficulty","No",0,0,0,0,20,1240,0,120,60,0,0,"Hispanic/Latino","Hispanic/Latino"
"West","$150,000 and over",1,"Owned by household member","No","House, apartment, flat",0,NA,1,"Thursday",17135564.679591,39,"Female","Married - spouse absent","College degree +","Employed - at work","Yes",NA,"Full time",41,2884.61,"No spouse/partner present",NA,NA,NA,NA,NA,NA,"No difficulty","No",0,0,0,0,95,155,205,470,190,0,295,"Asian","Other / Mixed"
"Midwest","$150,000 and over",2,"Owned by household member","No","House, apartment, flat",0,NA,2,"Monday",19011092.830976,51,"Female","Married - spouse present","College degree +","Employed - at work","No",NA,"Full time",43,2230.76,"Spouse present",54,"Male","College degree +","Employed - at work",45,NA,"No difficulty","No",0,0,0,0,15,147,215,545,0,0,518,"White","White"
"Northeast","$50,000 to $59,999",2,"Owned by household member","No","House, apartment, flat",0,NA,2,"Sunday",6648894.676445,71,"Male","Married - spouse present","HS diploma, no college","Not in labor force",NA,NA,NA,NA,NA,"Spouse present",71,"Female","Some college","Not employed",NA,NA,"Has difficulty","No",0,0,0,0,180,10,800,360,90,0,0,"White","White"
"South","$40,000 to $49,999",2,"Owned by household member","No","House, apartment, flat",0,NA,2,"Sunday",2450547.42892,66,"Female","Married - spouse present","College degree +","Not in labor force",NA,NA,NA,NA,NA,"Spouse present",68,"Male","College degree +","Employed - at work",20,NA,"No difficulty","No",0,0,0,0,26,0,0,1414,0,0,0,"White","White"
"Midwest","$75,000 to $99,999",3,"Owned by household member","No","House, apartment, flat",0,NA,3,"Thursday",18653942.138096,60,"Male","Married - spouse present","HS diploma, no college","Employed - at work","No",NA,"Full time",40,1038.46,"Spouse present",63,"Female","HS diploma, no college","Employed - at work",20,270,"No difficulty","Yes",0,0,0,0,30,60,245,470,0,130,505,"White","White"
"West","$20,000 to $24,999",3,"Rented for cash","No","House, apartment, flat",0,NA,3,"Sunday",10534031.530825,66,"Male","Married - spouse present","Less than HS diploma","Not in labor force",NA,NA,NA,NA,NA,"Spouse present",63,"Female","Less than HS diploma","Retired",NA,NA,"No difficulty","Yes",0,0,0,0,50,370,360,660,0,0,0,"Hispanic/Latino","Hispanic/Latino"
"South","$150,000 and over",2,"Owned by household member","No","House, apartment, flat",0,NA,2,"Sunday",6183424.100554,48,"Female","Married - spouse present","College degree +","Employed - at work","No",NA,"Full time",40,1269.23,"Spouse present",46,"Male","College degree +","Employed - at work",NA,2884.61,"No difficulty","No",0,0,0,0,151,135,366,645,53,90,0,"White","White"
"Midwest","$100,000 to $149,999",1,"Owned by household member","No","House, apartment, flat",0,NA,1,"Friday",11175040.870773,73,"Male","Widowed","College degree +","Employed - at work","No",NA,"Full time",40,2500,"No spouse/partner present",NA,NA,NA,NA,NA,NA,"No difficulty","No",0,0,0,0,75,165,80,645,0,90,385,"White","Other / Mixed"
"West","$50,000 to $59,999",1,"Owned by household member","No","House, apartment, flat",0,NA,1,"Wednesday",20462242.991639,53,"Female","Never married","College degree +","Not in labor force",NA,NA,NA,NA,NA,"No spouse/partner present",NA,NA,NA,NA,NA,NA,"No difficulty","Yes",0,0,330,0,0,180,120,810,0,0,0,"White","Other / Mixed"
"Midwest","$150,000 and over",5,"Owned by household member","Yes","House, apartment, flat",3,2,2,"Wednesday",14918827.455719,35,"Female","Married - spouse present","College degree +","Employed - at work","No",NA,"Full time",40,2884.61,"Spouse present",36,"Male","Some college","Employed - at work",45,2884.61,"No difficulty",NA,265,0,7,0,50,52,3,570,0,0,493,"White","White"
"Northeast","$20,000 to $24,999",1,"Owned by household member","No","House, apartment, flat",0,NA,1,"Saturday",3810825.521083,85,"Female","Widowed","Less than HS diploma","Not in labor force",NA,NA,NA,NA,NA,"No spouse/partner present",NA,NA,NA,NA,NA,NA,"No difficulty","No",0,0,60,0,55,74,806,445,0,0,0,"White","Other / Mixed"
"South","$12,500 to $14,999",1,"Rented for cash","No","House, apartment, flat",0,NA,1,"Tuesday",14236153.60153,60,"Female","Never married","HS diploma, no college","Not in labor force",NA,NA,NA,NA,NA,"No spouse/partner present",NA,NA,NA,NA,NA,NA,"Has difficulty","No",0,120,0,0,155,0,515,650,0,0,0,"Black/African American","Other / Mixed"
"West","$20,000 to $24,999",7,"Rented for cash","Yes","House, apartment, flat",3,3,4,"Tuesday",12608496.763789,59,"Female","Married - spouse present","Less than HS diploma","Employed - at work","No",NA,"Full time",NA,520,"Spouse present",60,"Male","Less than HS diploma","Not employed",NA,NA,"No difficulty","No",62,0,0,0,15,0,240,580,50,0,493,"Hispanic/Latino","Hispanic/Latino"
"South","$100,000 to $149,999",4,"Owned by household member","Yes","House, apartment, flat",2,1,2,"Tuesday",11824301.097932,27,"Female","Married - spouse present","College degree +","Not in labor force",NA,NA,NA,NA,NA,"Spouse present",29,"Male","College degree +","Employed - not at work",40,NA,"No difficulty","No",210,0,0,0,100,345,105,545,120,15,0,"White","White"
"South","$150,000 and over",3,"Owned by household member","No","House, apartment, flat",0,NA,3,"Monday",31820072.68598,51,"Female","Never married","College degree +","Employed - at work","No",NA,"Full time",40,1923.07,"Unmarried partner present",56,"Male","College degree +","Not employed",NA,NA,"No difficulty","Yes",75,0,0,0,105,413,180,667,0,0,0,"White","Hispanic/Latino"
"South","$35,000 to $39,999",1,"Owned by household member","No","House, apartment, flat",0,NA,1,"Monday",6746278.608906,73,"Female","Widowed","Some college","Not in labor force",NA,NA,NA,NA,NA,"No spouse/partner present",NA,NA,NA,NA,NA,NA,"No difficulty","No",0,0,0,0,120,555,140,510,115,0,0,"White","Other / Mixed"
"Midwest","$150,000 and over",2,"Owned by household member","No","House, apartment, flat",0,NA,2,"Thursday",10238815.145668,71,"Female","Married - spouse present","College degree +","Not in labor force",NA,NA,NA,NA,NA,"Spouse present",73,"Male","College degree +","Retired",NA,NA,"No difficulty","Yes",0,0,0,0,40,35,315,990,0,60,0,"White","White"
"Northeast","$12,500 to $14,999",1,"Rented for cash","No","House, apartment, flat",0,NA,1,"Wednesday",16759321.952443,40,"Male","Never married","Some college","Not in labor force",NA,NA,NA,NA,NA,"No spouse/partner present",NA,NA,NA,NA,NA,NA,"Has difficulty","No",0,0,240,0,60,60,420,660,0,0,0,"White","Other / Mixed"
"Northeast","$50,000 to $59,999",2,"Owned by household member","No","House, apartment, flat",0,NA,2,"Friday",13730506.577196,66,"Male","Married - spouse present","HS diploma, no college","Employed - at work","Yes",NA,"Full time",NA,450,"Spouse present",63,"Female","HS diploma, no college","Employed - at work",40,1022.8,"No difficulty","No",0,0,0,0,100,0,620,565,55,0,100,"White","White"
"Midwest","$60,000 to $74,999",5,"Rented for cash","No","House, apartment, flat",0,NA,5,"Thursday",56823891.167863,26,"Male","Never married","Some college","Employed - at work","No",NA,"Full time",40,732,"No spouse/partner present",NA,NA,NA,NA,NA,NA,"No difficulty","No",0,0,0,0,135,30,160,575,0,0,540,"Hispanic/Latino","Other / Mixed"
"West","$100,000 to $149,999",2,"Owned by household member","No","House, apartment, flat",0,NA,2,"Wednesday",8034827.599801,70,"Female","Married - spouse present","College degree +","Not in labor force",NA,NA,NA,NA,NA,"Spouse present",62,"Male","College degree +","Employed - at work",10,NA,"No difficulty","Yes",0,0,75,0,90,165,465,498,147,0,0,"White","White"
"Midwest","$25,000 to $29,999",2,"Owned by household member","No","House, apartment, flat",0,NA,2,"Wednesday",11337979.209536,58,"Female","Married - spouse present","Some college","Unemployed - looking",NA,NA,NA,NA,NA,"Spouse present",65,"Male","College degree +","Employed - at work",40,384.61,"Has difficulty","No",30,0,0,0,75,120,645,570,0,0,0,"White","White"
"South","$30,000 to $34,999",2,"Owned by household member","No","House, apartment, flat",0,NA,2,"Saturday",5330032.142607,85,"Female","Widowed","HS diploma, no college","Not in labor force",NA,NA,NA,NA,NA,"No spouse/partner present",NA,NA,NA,NA,NA,NA,"No difficulty","No",0,0,0,0,120,360,260,700,0,0,0,"White","Other / Mixed"
"South","$40,000 to $49,999",2,"Owned by household member","No","Mobile home w/o room added",0,NA,2,"Saturday",3661622.524083,67,"Female","Married - spouse present","College degree +","Not in labor force",NA,NA,NA,NA,NA,"Spouse present",67,"Male","Some college","Not employed",NA,NA,"No difficulty","Yes",55,0,155,0,45,104,381,700,0,0,0,"White","White"
"Midwest","$15,000 to $19,999",1,"Rented for cash","No","House, apartment, flat",0,NA,1,"Saturday",5842123.091347,80,"Female","Divorced","HS diploma, no college","Not in labor force",NA,NA,NA,NA,NA,"No spouse/partner present",NA,NA,NA,NA,NA,NA,"No difficulty","No",0,0,35,0,90,95,360,695,165,0,0,"Black/African American","Other / Mixed"
"South","$50,000 to $59,999",2,"Owned by household member","No","House, apartment, flat",0,NA,2,"Saturday",4194495.366869,85,"Male","Married - spouse present","College degree +","Not in labor force",NA,NA,NA,NA,NA,"Spouse present",85,"Female","College degree +","Retired",NA,NA,"No difficulty","No",0,0,0,0,150,120,450,630,90,0,0,"White","White"
"South","$60,000 to $74,999",2,"Owned by household member","No","House, apartment, flat",0,NA,2,"Saturday",3468128.714771,67,"Male","Married - spouse present","College degree +","Not in labor force",NA,NA,NA,NA,NA,"Spouse present",66,"Female","College degree +","Retired",NA,NA,"No difficulty","No",0,0,0,0,260,0,490,690,0,0,0,"White","White"
"Northeast","$75,000 to $99,999",1,"Owned by household member","No","House, apartment, flat",0,NA,1,"Friday",3089783.076547,80,"Female","Widowed","Some college","Not in labor force",NA,NA,NA,NA,NA,"No spouse/partner present",NA,NA,NA,NA,NA,NA,"No difficulty","No",0,0,30,0,60,118,746,390,96,0,0,"Hispanic/Latino","Other / Mixed"
"Northeast","$150,000 and over",5,"Rented for cash","No","House, apartment, flat",0,NA,5,"Saturday",10209006.029688,80,"Female","Never married","Less than HS diploma","Not in labor force",NA,NA,NA,NA,NA,"No spouse/partner present",NA,NA,NA,NA,NA,NA,"No difficulty","No",0,0,0,0,60,0,565,815,0,0,0,"Asian","Other / Mixed"
"South","$75,000 to $99,999",4,"Rented for cash","Yes","House, apartment, flat",1,13,3,"Saturday",11053496.927993,42,"Male","Married - spouse present","HS diploma, no college","Not in labor force",NA,NA,NA,NA,NA,"Spouse present",40,"Female","HS diploma, no college","Not employed",NA,906,"No difficulty","No",0,0,0,0,20,184,348,888,0,0,0,"White","White"
"Midwest","$60,000 to $74,999",2,"Owned by household member","No","House, apartment, flat",0,NA,2,"Sunday",4070052.979285,79,"Male","Married - spouse present","Some college","Not in labor force",NA,NA,NA,NA,NA,"Spouse present",78,"Female","HS diploma, no college","Retired",NA,NA,"Has difficulty","No",0,40,45,0,210,0,450,605,0,90,0,"White","White"
"West","$60,000 to $74,999",2,"Owned by household member","No","House, apartment, flat",0,NA,2,"Monday",8946810.571521,80,"Male","Married - spouse present","College degree +","Not in labor force",NA,NA,NA,NA,NA,"Spouse present",75,"Female","College degree +","Retired",NA,NA,"No difficulty","No",0,0,0,0,90,200,490,660,0,0,0,"White","White"
"West","$100,000 to $149,999",2,"Owned by household member","No","House, apartment, flat",0,NA,2,"Sunday",3834842.095994,63,"Female","Married - spouse present","College degree +","Not in labor force",NA,NA,NA,NA,NA,"Spouse present",65,"Male","Some college","Employed - at work",30,NA,"No difficulty","Yes",0,0,45,0,60,350,320,540,0,0,0,"White","White"
"South","$150,000 and over",2,"Owned by household member","No","House, apartment, flat",0,NA,2,"Saturday",4101220.512334,73,"Male","Married - spouse present","College degree +","Not in labor force",NA,NA,NA,NA,NA,"Spouse present",55,"Female","College degree +","Employed - at work",35,NA,"No difficulty","No",0,0,0,0,170,435,180,540,115,0,0,"White","White"
"South","$100,000 to $149,999",2,"Owned by household member","No","House, apartment, flat",0,NA,2,"Monday",6648646.267785,73,"Female","Married - spouse present","College degree +","Not in labor force",NA,NA,NA,NA,NA,"Spouse present",76,"Male","College degree +","Not employed",NA,NA,"No difficulty","No",0,605,30,0,20,90,250,385,60,0,0,"White","White"
"West","$40,000 to $49,999",2,"Rented for cash","No","House, apartment, flat",0,NA,2,"Tuesday",20499857.624443,52,"Male","Divorced","HS diploma, no college","Employed - at work","No",NA,"Full time",45,880,"No spouse/partner present",NA,NA,NA,NA,NA,NA,"No difficulty","No",0,0,0,0,20,45,320,510,0,0,545,"Hispanic/Latino","Other / Mixed"
"South","$100,000 to $149,999",2,"Owned by household member","No","House, apartment, flat",0,NA,2,"Sunday",4353018.378982,79,"Male","Married - spouse present","College degree +","Not in labor force",NA,NA,NA,NA,NA,"Spouse present",75,"Female","Some college","Retired",NA,NA,"No difficulty","No",0,0,0,0,150,0,690,600,0,0,0,"White","White"
"Midwest","$35,000 to $39,999",1,"Owned by household member","No","House, apartment, flat",0,NA,1,"Monday",9746326.778098,64,"Male","Never married","HS diploma, no college","Not in labor force",NA,NA,NA,NA,NA,"No spouse/partner present",NA,NA,NA,NA,NA,NA,"Has difficulty","No",0,0,0,0,70,250,485,635,0,0,0,"White","Other / Mixed"
"South","$100,000 to $149,999",2,"Owned by household member","No","House, apartment, flat",0,NA,2,"Wednesday",18126219.326871,53,"Male","Separated","Some college","Employed - at work","No",NA,"Full time",40,1538.46,"No spouse/partner present",NA,NA,NA,NA,NA,NA,"No difficulty","No",0,0,0,0,30,190,90,430,315,0,385,"White","Other / Mixed"
"West","$75,000 to $99,999",2,"Owned by household member","No","House, apartment, flat",0,NA,2,"Saturday",6004676.398791,57,"Female","Married - spouse present","Some college","Employed - at work","No",NA,"Full time",40,1360,"Spouse present",57,"Male","College degree +","Employed - at work",30,1040,"No difficulty","No",0,0,0,0,135,180,155,735,235,0,0,"Asian","Asian"
"South","$75,000 to $99,999",4,"Owned by household member","Yes","House, apartment, flat",2,2,2,"Sunday",7163908.322568,33,"Female","Married - spouse present","HS diploma, no college","Employed - at work","No",NA,"Full time",40,1000,"Spouse present",36,"Male","Some college","Employed - at work",40,1615.38,"No difficulty","No",270,0,0,0,30,225,0,725,190,0,0,"White","White"
"South","$150,000 and over",3,"Owned by household member","Yes","House, apartment, flat",1,16,2,"Thursday",12359385.880217,58,"Female","Married - spouse present","Some college","Employed - at work","No",NA,"Full time",50,2500,"Spouse present",66,"Male","HS diploma, no college","Employed - at work",50,1165,"No difficulty","No",59,16,0,0,140,15,160,418,0,0,632,"White","White"
"Midwest","$75,000 to $99,999",1,"Owned by household member","No","House, apartment, flat",0,NA,1,"Saturday",7285661.924533,66,"Male","Divorced","HS diploma, no college","Employed - at work","No",NA,"Full time",45,1100,"No spouse/partner present",NA,NA,NA,NA,NA,NA,"No difficulty","No",0,0,0,0,15,5,0,1400,0,0,0,"White","Other / Mixed"
"South","$75,000 to $99,999",2,"Owned by household member","No","House, apartment, flat",0,NA,2,"Monday",19635535.294041,38,"Female","Married - spouse present","Some college","Employed - at work","Yes",NA,"Full time",60,900,"Spouse present",37,"Male","Some college","Employed - at work",40,672,"No difficulty","No",0,0,0,0,260,130,399,651,0,0,0,"White","White"
"South","$35,000 to $39,999",3,"Owned by household member","Yes","Mobile home w/o room added",2,3,1,"Saturday",2791270.487542,33,"Female","Divorced","Some college","Employed - at work","No",NA,"Full time",40,600,"No spouse/partner present",NA,NA,NA,NA,NA,NA,"No difficulty","No",0,0,0,0,75,750,135,390,0,0,0,"White","Other / Mixed"
"South","$25,000 to $29,999",1,"Owned by household member","No","House, apartment, flat",0,NA,1,"Sunday",2265097.219473,85,"Female","Widowed","College degree +","Not in labor force",NA,NA,NA,NA,NA,"No spouse/partner present",NA,NA,NA,NA,NA,NA,"No difficulty","No",0,0,150,0,45,150,405,630,0,0,0,"White","Other / Mixed"
